#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2024-06-19T10:09:25 [V7.33.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-06-19T10:09:25	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-oc.form=dec&-out.max=999999&-order=I&-out.src=J/ApJS/194/45/catalog&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/ApJS/194/45/catalog&-out=z&-out=logLbol&-out=FIRST&-out=F6cm&-out=logL5100&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.33.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_21940045
#Name: J/ApJS/194/45
#Title: QSO properties from SDSS-DR7 (Shen+, 2011)
#INFO	ivoid=ivo://cds.vizier/j/apjs/194/45	    IVOID of underlying data collection
#INFO	creator=Shen Y.	    First author or institution
#INFO	cites=bibcode:2011ApJS..194...45S	    Article or Data origin sources
#INFO	editor=Astrophysical Journal Supplement (AAS)	    Editor name (article)
#INFO	original_date=2011	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/194/45	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21940045	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-01-05	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_194_45_catalog:
#Name: J/ApJS/194/45/catalog
#Title: Catalog of quasar properties from SDSS DR7
#Column	z	(F9.6)	SDSS-DR7 redshift (Cat. VII/260)	[ucd=src.redshift]
#Column	logLbol	(F6.3)	? Bolometric luminosity (2)	[ucd=phys.luminosity]
#Column	FIRST	(I2)	[-1/2] FIRST (Cat. VIII/90) radio flag (4)	[ucd=meta.note]
#Column	F6cm	(E10.3)	? Observed radio flux density at rest-frame 6cm	[ucd=phot.flux.density;em.radio.3-6GHz]
#Column	logL5100	(F6.3)	? Monochromatic luminosity at 5100{AA}	[ucd=phys.luminosity]
z|logLbol|FIRST|F6cm|logL5100
 0.804100|46.119| 0|          |45.198
 1.470800|46.506| 0|          |
 3.679200|46.636| 0|          |
 1.075400|46.082| 0|          |
 0.584500|45.899| 0|          |44.932
 0.989500|45.996| 0|          |
 1.587900|46.579| 1| 1.813e+00|
 1.886300|46.584| 1| 1.551e+01|
 1.053600|46.261| 0|          |
 2.260500|46.244| 0|          |
 0.965500|46.319| 2| 5.569e+01|
 0.912200|46.070| 0|          |
 0.962100|45.795| 2| 1.883e+01|
 0.833700|46.091| 0|          |45.005
 0.641200|45.770| 0|          |44.803
 1.797600|46.659| 1| 1.483e+01|
 2.105600|47.076| 0|          |
 0.766900|45.988| 0|          |44.980
 1.060900|46.188| 0|          |
 0.324700|45.538| 0|          |44.572
 0.736700|45.801| 0|          |44.840
 0.589300|45.682| 0|          |44.715
 1.390800|46.480| 0|          |
 0.264100|45.169| 0|          |44.202
 0.484100|45.875| 0|          |44.909
 1.242800|46.290| 0|          |
 3.765800|46.757| 0|          |
 3.448900|46.689| 0|          |
 1.994700|46.967| 0|          |
 1.363000|46.079| 0|          |
 1.328800|46.338| 2| 1.484e+02|
 0.772200|45.999| 0|          |45.042
 1.883300|46.671| 0|          |
 2.161700|45.836| 0|          |
 0.902900|46.060| 0|          |
 1.709900|46.499| 0|          |
 0.957800|46.216| 0|          |
 2.053000|47.050| 0|          |
 1.338000|46.632| 0|          |
 4.851400|47.258| 0|          |
 1.842000|46.642| 0|          |
 1.987900|46.745| 0|          |
 1.849200|46.195| 0|          |
 1.579500|46.383| 0|          |
 2.785500|46.614| 0|          |
 1.767200|46.639| 0|          |
 1.569100|46.290| 0|          |
 1.952800|46.760| 0|          |
 1.522300|46.589| 1| 5.129e+00|
 0.593900|45.851| 0|          |44.885
 0.400200|45.870| 1| 8.051e+00|44.903
 1.092900|46.057| 1| 4.896e+00|
 0.875900|45.149| 0|          |
 1.337200|46.499| 0|          |
 0.481800|45.260| 0|          |44.294
 2.014500|46.922| 0|          |
 1.645400|46.835| 0|          |
 1.781400|46.430| 0|          |
 2.193300|46.974| 0|          |
 2.564400|47.073| 0|          |
 1.684600|46.342| 0|          |
 1.794800|46.247| 0|          |
 4.004000|47.002| 0|          |
 1.024600|46.194| 0|          |
 1.522700|46.339| 0|          |
 1.256700|46.422| 0|          |
 1.346300|46.283| 0|          |
 1.547600|46.449| 1| 6.322e+02|
 1.033500|45.567| 0|          |
 1.866700|46.868| 0|          |
 1.401900|46.343| 0|          |
 1.101800|46.257| 2| 2.261e+00|
 0.771700|46.354| 2| 2.047e+01|45.313
 1.111300|46.066| 0|          |
 2.009200|46.835| 0|          |
 0.847400|45.985| 0|          |45.224
 1.221600|45.752| 0|          |
 1.608400|46.774| 0|          |
 0.617800|45.836| 0|          |44.869
 1.274600|46.532| 0|          |
 1.307000|46.551| 0|          |
 2.067900|47.584| 2| 9.006e+02|
 1.333400|46.446| 0|          |
 1.773700|46.601| 0|          |
 1.190300|46.156| 0|          |
 1.039500|46.290| 0|          |
 1.588000|46.753| 0|          |
 0.564400|45.641| 0|          |44.674
 0.611000|45.774| 0|          |44.808
 1.182400|45.798| 0|          |
 1.421800|46.460| 0|          |
 3.928900|46.430| 0|          |
 2.067300|46.674| 0|          |
 1.676000|46.828| 0|          |
 1.050800|46.253| 0|          |
 1.132400|46.149| 0|          |
 0.665100|45.199| 0|          |44.233
 0.296600|45.155| 0|          |44.188
 1.761400|46.453| 0|          |
 1.905700|46.594| 0|          |
 1.203900|46.106| 0|          |
 1.744000|45.871| 0|          |
 1.614100|46.521| 0|          |
 1.048100|46.326| 0|          |
 1.544300|46.250| 0|          |
 3.881600|47.037| 0|          |
 3.155700|47.157| 0|          |
 1.678800|46.275| 0|          |
 1.769800|46.687| 0|          |
 1.863600|46.532| 0|          |
 0.771600|45.546| 0|          |44.230
 1.296200|46.849| 0|          |
 1.358300|46.361| 0|          |
 1.300500|46.593| 0|          |
 2.155200|45.847| 0|          |
 3.220800|46.833| 0|          |
 0.720700|46.046| 0|          |45.263
 0.218300|45.339| 1| 4.997e+00|44.373
 0.758300|45.688| 1| 1.173e+02|44.799
 2.063800|46.187| 0|          |
 1.175900|46.175| 0|          |
 1.253600|46.241| 0|          |
 3.881300|46.836| 0|          |
 3.692800|46.443| 0|          |
 1.219300|45.685| 0|          |
 0.816700|45.688| 0|          |44.697
 0.927300|45.889| 0|          |
 1.929400|46.926| 0|          |
 4.369100|47.033| 0|          |
 3.815600|46.919| 0|          |
 0.518600|45.668| 0|          |44.701
 2.834600|46.955| 0|          |
 1.493100|46.361| 0|          |
 3.778000|47.293| 0|          |
 2.025000|47.213| 1| 1.573e+01|
 1.044400|46.235| 0|          |
 2.952300|46.594| 0|          |
 1.779600|46.853| 0|          |
 1.887500|46.641| 0|          |
 0.940300|46.052| 0|          |
 0.784100|46.178| 0|          |45.186
 2.249900|47.143| 0|          |
 0.931300|46.098| 0|          |
 0.252200|45.084| 0|          |44.117
 1.459600|46.234| 0|          |
 0.683200|45.953| 0|          |44.987
 1.159800|46.177| 0|          |
 1.021100|46.464| 0|          |
 2.994100|46.757| 0|          |
 1.515900|46.387| 0|          |
 3.201300|46.639| 0|          |
 2.315200|46.942| 0|          |
 2.906400|47.023| 0|          |
 1.109500|45.936| 1| 2.918e+01|
 2.322200|46.596| 1| 9.999e-01|
 1.042500|46.720| 1| 2.746e+01|
 0.998800|45.973| 0|          |
 1.220800|46.528| 0|          |
 1.608700|46.464| 0|          |
 1.882300|46.742| 0|          |
 1.902700|46.965| 0|          |
 1.445800|46.602| 0|          |
 2.068300|46.714| 0|          |
 1.282400|45.597| 0|          |
 1.603700|46.372| 0|          |
 1.361100|46.210| 0|          |
 3.204500|46.715| 0|          |
 1.644100|46.454| 2| 5.457e+01|
 0.343700|45.082| 0|          |44.115
 3.655200|46.771| 0|          |
 0.783400|46.461| 0|          |45.544
 2.215500|46.809| 0|          |
 1.791300|46.548| 0|          |
 2.104100|47.089| 0|          |
 1.058300|45.434|-1|          |
 0.620200|45.728| 0|          |44.762
 2.027500|46.626| 1| 1.943e+01|
 1.303700|46.274| 0|          |
 1.209300|46.654| 0|          |
 0.547000|45.906| 0|          |44.939
 1.166900|46.565| 0|          |
 0.257000|45.175| 0|          |44.208
 1.346300|46.788| 0|          |
 1.792300|46.790| 0|          |
 0.921600|46.251| 0|          |
 0.370900|45.151| 1| 6.372e-01|44.185
 1.148200|45.594| 0|          |
 1.881100|46.799| 1| 2.456e+00|
 1.610900|46.972| 0|          |
 0.558100|45.515| 0|          |44.549
 0.333300|45.407| 0|          |44.441
 1.424300|46.660| 0|          |
 1.486400|46.405| 0|          |
 2.537000|46.858| 0|          |
 3.031500|47.122| 0|          |
 0.919700|45.959| 1| 4.140e+00|
 1.340300|46.290| 0|          |
 1.631500|46.430| 0|          |
 2.122500|46.901| 0|          |
 0.552000|46.271| 0|          |45.304
 1.359200|46.481| 0|          |
 2.160800|46.984| 1| 1.764e+02|
 1.169500|46.221| 0|          |
 1.583900|46.092| 0|          |
 1.629100|46.528| 0|          |
 3.054000|46.638| 0|          |
 1.356600|46.601| 2| 9.889e+01|
 2.988000|46.808| 0|          |
 1.199400|45.979| 0|          |
 1.626400|46.477| 0|          |
 0.637800|45.911| 0|          |44.944
 1.086300|46.477| 0|          |
 0.738400|45.995| 0|          |44.916
 1.561200|46.543| 0|          |
 1.439800|46.191| 0|          |
 3.081500|46.889| 0|          |
 3.628400|46.667| 0|          |
 0.836700|45.830| 0|          |44.999
 1.158900|46.351| 0|          |
 1.608700|46.374| 0|          |
 0.943300|46.419| 1| 4.348e+00|
 1.665100|46.667| 0|          |
 0.843100|45.545| 0|          |44.531
 1.474700|46.700| 1| 2.651e+00|
 0.879900|46.180| 0|          |45.241
 0.249400|45.104| 0|          |44.138
 1.802700|46.023| 0|          |
 1.307700|47.762| 1| 4.047e+01|
 1.438200|46.107| 0|          |
 1.002200|46.236| 1| 3.628e+02|
 1.826100|46.440| 0|          |
 1.512600|46.426| 0|          |
 0.920100|45.983| 0|          |
 0.344800|45.448| 0|          |44.481
 1.465200|46.394| 0|          |
 2.062800|45.797| 0|          |
 2.259700|47.078| 0|          |
 5.317200|      | 0|          |
 2.265500|46.385| 0|          |
 1.918800|47.048| 0|          |
 1.278000|46.587| 0|          |
 1.312800|46.452| 0|          |
 2.288600|47.208| 0|          |
 2.344900|46.742| 0|          |
 1.820700|46.652| 0|          |
 3.619900|46.848| 0|          |
 2.116700|47.041| 0|          |
 0.536900|45.805| 2| 5.275e+01|44.839
 1.457200|46.253| 0|          |
 1.967300|45.663| 0|          |
 1.183400|45.958| 2| 7.154e+01|
 0.633100|45.947| 0|          |44.980
 0.436000|45.585| 0|          |44.618
 2.045000|46.728| 0|          |
 2.218200|46.769| 0|          |
 3.790800|46.736| 0|          |
 2.019000|46.639| 0|          |
 1.783600|46.700| 0|          |
 1.104100|46.145| 0|          |
 1.164900|46.200| 0|          |
 1.462100|46.367| 0|          |
 3.040500|47.147| 0|          |
 1.755100|45.950| 0|          |
 1.582200|46.524| 0|          |
 1.476900|46.861| 2| 2.005e+02|
 0.572500|45.432| 0|          |44.465
 1.977900|46.756| 0|          |
 2.217600|46.248| 0|          |
 2.224300|45.970| 0|          |
 2.278700|46.812| 0|          |
 1.150900|46.745| 0|          |
 2.037600|47.126| 1| 5.287e+01|
 0.986600|45.848| 0|          |
 1.990800|46.545| 0|          |
 3.052400|46.528| 0|          |
 2.120100|46.663| 0|          |
 2.000000|45.019| 0|          |
 0.810500|46.685| 0|          |45.699
 1.127000|46.267| 0|          |
 1.849800|46.553| 0|          |
 0.771500|45.043| 0|          |44.278
 1.874300|46.806| 0|          |
 1.894700|46.776| 0|          |
 1.056600|45.243| 0|          |
 1.449400|46.607| 0|          |
 2.250100|46.640| 0|          |
 2.148800|46.384| 0|          |
 0.913800|46.340| 0|          |
 4.247300|46.808| 0|          |
 1.448700|45.972| 0|          |
 0.445600|45.416| 0|          |44.450
 1.760000|46.471| 0|          |
 1.068700|45.985| 0|          |
 1.119300|46.128| 0|          |
 1.441800|46.468| 0|          |
 3.169500|46.652| 0|          |
 0.318100|45.231| 0|          |44.264
 0.186800|45.255| 0|          |44.289
 1.481200|46.443| 0|          |
 1.357900|45.781| 2| 1.523e+01|
 1.490200|46.116| 0|          |
 1.289300|46.446| 0|          |
 2.117400|47.415| 0|          |
 0.409600|45.230| 0|          |44.264
 0.761700|45.771| 0|          |44.826
 1.254900|46.530| 0|          |
 2.849500|47.121| 0|          |
 1.560600|46.435| 0|          |
 0.913300|46.047| 0|          |
 0.535300|45.232| 0|          |44.265
 2.037000|46.728| 0|          |
 2.533700|46.893| 0|          |
 0.614100|45.611| 0|          |44.645
 0.273200|45.464| 0|          |44.498
 1.550300|46.398| 2| 2.817e+02|
 0.513400|45.438| 0|          |44.471
 1.963700|46.695| 0|          |
 0.804200|45.438| 1| 5.418e+00|45.022
 2.046300|46.834| 0|          |
 1.798000|46.029| 0|          |
 1.162800|46.212| 0|          |
 1.233100|46.046| 0|          |
 0.853500|46.306| 0|          |45.396
 1.361800|46.322| 0|          |
 1.814300|46.697| 0|          |
 1.174400|46.156| 0|          |
 1.015000|45.991| 0|          |
 2.840700|47.385| 0|          |
 1.108900|46.247| 0|          |
 1.155600|46.687| 0|          |
 1.856500|46.552| 0|          |
 4.190200|46.990| 0|          |
 2.999400|46.529| 0|          |
 0.721900|46.280| 1| 4.415e+01|45.335
 1.770800|46.561| 0|          |
 0.901200|46.098| 0|          |
 2.007800|46.482| 0|          |
 1.941200|46.066| 2| 1.765e+01|
 1.343200|46.025| 0|          |
 1.218400|46.588| 1| 1.191e+00|
 1.949000|46.537| 0|          |
 3.648900|47.200| 0|          |
 1.216700|46.532| 0|          |
 0.675700|45.834| 0|          |44.868
 1.680700|46.893| 0|          |
 1.899900|46.102| 0|          |
 1.719700|46.828| 0|          |
 1.211400|46.557| 0|          |
 1.993200|46.980| 0|          |
 3.920000|46.676| 0|          |
 2.097300|46.681| 1| 2.079e+02|
 0.426800|45.541| 0|          |44.575
 2.155600|46.170| 0|          |
 0.997600|46.785| 1| 7.514e+01|
 0.725900|45.288| 0|          |44.267
 0.262300|45.205| 1| 2.206e+00|44.239
 1.941500|46.343| 0|          |
 1.551800|46.544| 0|          |
 1.056300|46.593| 0|          |
 0.845000|45.689| 0|          |44.730
 3.828000|47.164| 0|          |
 0.375400|45.758| 0|          |44.791
 1.619300|46.475| 0|          |
 1.410300|47.098| 0|          |
 0.231200|45.177| 0|          |44.210
 1.488100|46.534| 0|          |
 1.600800|46.710| 0|          |
 0.570600|46.024| 0|          |45.057
 0.586400|45.596| 0|          |44.630
 1.566900|46.481| 2| 1.106e+01|
 0.802500|45.802| 0|          |44.917
 0.951700|46.296| 0|          |
 4.271100|47.479| 0|          |
 0.803100|45.817| 0|          |44.916
 0.353500|45.328| 0|          |44.361
 4.610600|48.003| 0|          |
 1.386200|46.388| 0|          |
 2.081200|46.964| 0|          |
 3.026100|46.566| 0|          |
 1.450900|46.449| 0|          |
 1.387800|46.355| 0|          |
 0.638800|45.815| 0|          |44.849
 2.003400|46.588| 0|          |
 0.778600|45.781| 0|          |44.643
 0.606900|45.710| 0|          |44.744
 1.971200|46.820| 0|          |
 0.918900|46.080| 0|          |
 3.143700|46.761| 0|          |
 1.938600|46.400| 0|          |
 1.757300|46.528| 0|          |
 2.018600|46.813| 0|          |
 1.723700|46.410| 0|          |
 1.622600|46.412| 0|          |
 1.303300|45.930| 0|          |
 1.736800|46.968| 0|          |
 1.136100|46.325| 0|          |
 0.630100|45.709| 0|          |44.743
 1.055900|45.884| 0|          |
 1.823200|46.691| 0|          |
 0.778200|45.959| 2| 5.621e+00|45.091
 1.093500|46.204| 1| 1.896e+03|
 1.617900|45.971| 0|          |
 1.343100|46.356| 0|          |
 1.856900|46.732| 0|          |
 0.734500|46.195| 1| 5.113e-01|45.301
 0.578200|45.733| 0|          |44.767
 1.961100|46.955| 0|          |
 0.199500|44.951| 0|          |43.985
 1.795200|46.271| 0|          |
 1.445400|46.561| 0|          |
 1.327900|46.587| 1| 3.510e+00|
 1.522600|46.424| 0|          |
 1.678500|46.554| 0|          |
 4.437300|47.463| 0|          |
 2.514700|46.987| 0|          |
 0.935500|46.159| 0|          |
 2.587900|46.730| 0|          |
 1.988000|46.422| 0|          |
 1.993100|47.143| 0|          |
 1.553800|46.513| 0|          |
 1.145800|45.867| 0|          |
 1.839700|45.885| 0|          |
 0.505300|45.407| 0|          |44.440
 2.154000|46.887| 0|          |
 0.664100|45.828| 0|          |44.861
 1.867300|45.940| 0|          |
 1.784500|46.541| 0|          |
 3.127700|46.566| 0|          |
 1.476100|46.489| 0|          |
 1.147700|46.098| 0|          |
 2.319600|46.576| 0|          |
 1.280000|46.407| 0|          |
 2.561600|45.919| 0|          |
 0.733900|46.045| 0|          |45.063
 0.790100|45.893| 0|          |44.845
 0.668300|45.813| 0|          |44.846
 0.985100|46.280| 0|          |
 3.342700|46.972| 0|          |
 1.706200|46.336| 0|          |
 2.642500|47.454| 0|          |
 1.589000|46.464| 0|          |
 0.355600|45.185| 0|          |44.218
 0.982400|45.769| 0|          |
 0.466800|45.610| 0|          |44.644
 1.091500|45.832| 0|          |
 2.274500|46.935| 0|          |
 2.241000|47.186| 0|          |
 2.467400|47.069| 0|          |
 2.348400|47.195| 0|          |
 1.023200|46.116| 1| 4.912e+00|
 2.442500|47.282| 0|          |
 1.188100|46.543| 0|          |
 0.506100|45.765| 0|          |44.798
 1.304500|46.056| 1| 5.505e+00|
 1.387200|46.614| 1| 1.603e+02|
 1.618400|46.044| 0|          |
 0.956900|46.287| 0|          |
 0.304500|45.314| 0|          |44.347
 1.533600|46.639| 0|          |
 0.633100|45.664| 0|          |44.697
 1.819500|46.838| 0|          |
 2.072200|46.721| 0|          |
 0.989900|45.951| 0|          |
 1.782700|46.610| 0|          |
 3.855400|47.272| 0|          |
 0.754600|46.027| 0|          |45.090
 0.836200|45.825| 0|          |45.124
 1.785600|46.636| 0|          |
 1.179700|46.059| 1| 2.627e+00|
 1.643100|46.834| 1| 2.161e+01|
 1.319600|46.671| 0|          |
 1.637100|46.398| 0|          |
 2.582700|46.989| 1| 2.824e+01|
 2.850300|46.552| 1| 2.600e+00|
 0.796200|46.452| 0|          |45.496
 2.992300|47.681| 0|          |
 3.512300|46.656| 0|          |
 0.728600|45.231| 1| 1.941e+00|44.264
 1.794400|46.072| 0|          |
 1.229300|46.246| 0|          |
 0.882600|45.883| 0|          |45.114
 1.159400|46.151| 0|          |
 1.763200|46.495| 0|          |
 3.027500|46.936| 0|          |
 1.843500|46.714| 0|          |
 1.556500|46.293| 0|          |
 3.065100|47.260| 0|          |
 2.160600|46.926| 0|          |
 2.948800|46.504| 0|          |
 1.181300|45.919| 0|          |
 0.589100|45.813| 0|          |44.847
 1.044500|46.558| 2| 2.019e+01|
 0.804600|46.466| 0|          |45.415
 0.802200|46.133| 2| 1.233e+02|45.251
 2.995100|46.707| 0|          |
 1.871500|46.461| 0|          |
 2.117400|46.660| 0|          |
 1.693300|46.298| 0|          |
 0.257300|45.149| 0|          |44.182
 1.169500|45.838| 0|          |
 1.026700|46.949| 1| 4.422e+01|
 0.455900|45.553| 0|          |44.586
 2.108200|46.392| 0|          |
 0.601800|45.852| 0|          |44.886
 1.673000|46.548| 0|          |
 0.950800|46.068| 0|          |
 3.596300|46.696| 0|          |
 3.550000|46.649| 0|          |
 1.831600|46.902| 0|          |
 1.545400|46.421| 0|          |
 1.251000|46.447| 0|          |
 1.835400|46.566| 0|          |
 1.473900|45.979| 0|          |
 1.063600|46.172| 0|          |
 3.043000|46.884| 0|          |
 0.854600|46.137| 0|          |45.203
 0.515000|45.443| 0|          |44.476
 1.608100|46.304| 0|          |
 2.828900|46.724| 1| 2.032e+00|
 3.878600|46.813| 0|          |
 0.828600|46.019| 0|          |44.883
 0.514600|45.578| 0|          |44.611
 0.474000|45.147| 0|          |44.180
 0.351500|45.230| 0|          |44.263
 1.194700|46.732| 0|          |
 1.662500|46.029| 0|          |
 3.050800|46.892| 0|          |
 2.522400|46.999| 0|          |
 2.430000|46.937| 0|          |
 0.634200|45.460| 0|          |44.494
 1.732600|46.150| 0|          |
 1.405400|46.785| 0|          |
 0.627800|45.372| 0|          |44.405
 4.303500|47.003| 0|          |
 1.831000|46.460| 1| 2.973e+00|
 1.493700|45.629| 0|          |
 1.491100|45.986| 0|          |
 2.034700|46.668| 0|          |
 1.075200|46.293| 0|          |
 0.364200|45.731| 0|          |44.764
 3.511400|46.955| 0|          |
 1.383000|46.519| 0|          |
 0.496100|45.486| 0|          |44.520
 1.206300|46.054| 0|          |
 1.750900|46.470| 0|          |
 0.835700|46.221| 0|          |45.141
 2.654600|46.856| 1| 2.069e+00|
 1.695900|46.236| 0|          |
 0.268600|45.354| 0|          |44.387
 1.461800|46.453| 0|          |
 1.818700|46.636| 0|          |
 2.253600|47.121| 0|          |
 1.043800|45.979| 0|          |
 1.715000|46.822| 1| 2.042e+00|
 0.424900|45.625| 1| 2.725e+01|44.659
 1.657700|46.634| 0|          |
 3.072500|47.589| 0|          |
 0.385700|45.528| 0|          |44.562
 3.711100|47.092| 0|          |
 0.474400|45.541| 0|          |44.575
 3.692300|47.263| 0|          |
 0.719000|45.852| 1| 1.039e+00|44.847
 1.486500|46.324| 0|          |
 0.539200|45.450| 0|          |44.484
 0.931300|45.888| 0|          |
 0.785700|46.280| 0|          |45.158
 0.427300|45.345| 2| 1.709e+01|44.378
 1.658400|46.565| 0|          |
 1.689500|46.688| 0|          |
 2.856700|46.935| 0|          |
 0.987900|46.510| 1| 1.668e+00|
 1.540400|46.346| 0|          |
 2.999500|46.677| 0|          |
 1.968000|46.624| 0|          |
 0.607800|45.648| 0|          |44.682
 0.938700|46.013| 0|          |
 0.865100|46.005| 0|          |45.153
 1.830900|46.053| 0|          |
 2.055300|46.686| 0|          |
 1.648700|46.303| 2| 5.456e+01|
 1.502900|46.579| 1| 5.821e+00|
 4.361400|47.156| 0|          |
 3.231400|46.989| 0|          |
 2.448000|47.080| 0|          |
 3.439000|47.207| 0|          |
 0.562300|45.558| 1| 9.888e-01|44.591
 2.101200|46.037| 0|          |
 1.613800|46.685| 0|          |
 0.645500|45.450| 1| 3.749e+00|44.484
 1.990900|47.011| 0|          |
 0.737100|45.972| 0|          |44.692
 2.405900|46.835| 0|          |
 1.422100|46.268| 0|          |
 0.896100|46.015| 0|          |
 0.779000|45.776| 0|          |44.832
 1.783500|46.416| 0|          |
 1.199100|46.014| 0|          |
 3.275600|46.862| 0|          |
 2.113700|47.287| 2| 7.357e+01|
 1.665600|46.439| 0|          |
 3.309900|46.766| 0|          |
 1.717700|46.427| 0|          |
 1.414000|46.713| 1| 1.205e+00|
 1.497000|46.402| 0|          |
 3.793600|46.783| 0|          |
 2.652700|47.145| 0|          |
 2.080800|46.331| 1| 6.556e+00|
 2.269900|47.082| 0|          |
 4.772000|47.078| 0|          |
 0.681000|45.928| 0|          |44.961
 1.846300|46.702| 0|          |
 1.803900|46.516| 0|          |
 2.186000|46.246| 0|          |
 0.814000|45.956| 0|          |45.135
 2.129600|46.425| 0|          |
 0.819100|45.927| 0|          |45.034
 1.791900|46.610| 0|          |
 1.132500|46.372| 0|          |
 1.502000|46.552| 1| 6.149e+00|
 0.912000|45.750| 0|          |
 2.002000|46.511| 0|          |
 1.210000|45.623| 0|          |
 3.873800|46.717| 0|          |
 1.232700|46.191| 0|          |
 1.646600|46.583| 0|          |
 0.275400|45.788| 1| 1.767e+00|44.821
 3.360200|46.808| 0|          |
 0.957200|46.034| 0|          |
 1.719700|46.500| 0|          |
 2.703700|46.585| 0|          |
 1.833900|46.617| 0|          |
 1.318900|46.813| 1| 3.063e+00|
 0.205500|44.948| 0|          |43.981
 0.481100|45.550| 0|          |44.584
 0.318200|45.089| 0|          |44.122
 0.954600|46.380| 0|          |
 2.952700|46.686| 0|          |
 1.729900|46.549| 0|          |
 0.962500|46.591| 0|          |
 1.670600|46.381| 0|          |
 3.943700|46.893| 0|          |
 0.716800|46.331| 0|          |44.875
 1.406100|46.312| 0|          |
 1.369500|45.861| 0|          |
 1.406600|46.308| 0|          |
 1.661300|46.419| 0|          |
 1.409200|46.417| 0|          |
 2.145000|47.078| 0|          |
 1.027600|46.190| 0|          |
 1.880500|46.886| 0|          |
 0.573800|45.524| 0|          |44.557
 2.137500|46.361| 0|          |
 2.325700|46.365| 0|          |
 3.674000|47.122| 0|          |
 1.135000|46.594| 0|          |
 0.284900|45.109| 0|          |44.143
 1.536600|45.882| 0|          |
 1.999300|47.135| 2| 4.861e+01|
 1.593800|46.811| 0|          |
 0.643300|45.165| 0|          |44.198
 2.875500|46.984| 0|          |
 2.297000|47.023| 0|          |
 1.478400|46.213| 0|          |
 0.435400|45.459| 0|          |44.492
 3.009600|46.729| 0|          |
 2.194600|46.643| 0|          |
 0.801400|46.528| 0|          |45.581
 1.232000|46.553| 0|          |
 1.681000|46.673| 0|          |
 2.015900|46.631| 0|          |
 1.957100|46.697| 0|          |
 1.604800|46.363| 0|          |
 0.808100|46.139| 0|          |45.191
 1.907900|46.332| 0|          |
 1.599100|46.707| 0|          |
 0.484600|45.347| 0|          |44.381
 1.061000|45.662| 0|          |
 1.278600|46.148| 0|          |
 1.130000|46.115| 0|          |
 1.308300|46.530| 0|          |
 2.123100|45.512| 0|          |
 0.256900|45.153| 0|          |44.186
 2.989100|46.839| 0|          |
 1.662300|46.484| 0|          |
 3.211400|47.283| 0|          |
 3.674200|46.738| 0|          |
 1.641900|46.596| 0|          |
 2.076600|47.022| 0|          |
 2.010100|46.513| 0|          |
 1.830000|45.950| 0|          |
 0.439500|45.535| 0|          |44.569
 2.100000|46.895| 0|          |
 4.636200|46.748| 0|          |
 4.009800|46.741| 0|          |
 1.646300|46.596| 0|          |
 1.436000|46.487| 0|          |
 1.171400|46.640| 0|          |
 0.442300|45.468| 1| 7.960e-01|44.502
 1.150900|46.568| 0|          |
 1.538300|45.931| 0|          |
 1.407700|46.194| 0|          |
 0.260000|45.068| 0|          |44.101
 0.969900|46.199| 0|          |
 1.266300|46.559| 0|          |
 0.672000|45.690| 0|          |44.723
 1.482800|46.274| 0|          |
 1.294400|46.818| 0|          |
 1.083700|45.833| 1| 3.074e+00|
 3.694400|47.189| 0|          |
 1.053300|46.007| 0|          |
 1.645100|46.811| 0|          |
 1.970000|45.809| 0|          |
 1.397300|46.385| 0|          |
 0.496400|45.409| 0|          |44.443
 1.203200|46.658| 0|          |
 0.700200|44.915| 0|          |44.179
 1.658000|46.521| 0|          |
 1.368000|45.707| 0|          |
 1.405000|46.384| 0|          |
 1.474100|45.940| 0|          |
 2.022200|46.860| 0|          |
 1.774000|46.889| 1| 4.961e+00|
 0.318500|45.679| 0|          |44.712
 0.739000|45.924| 0|          |44.910
 0.709300|45.827| 0|          |44.944
 0.339100|45.132| 0|          |44.165
 1.005200|46.238| 0|          |
 3.386300|47.059| 0|          |
 1.134400|46.439| 0|          |
 1.056600|45.337| 0|          |
 2.897800|46.526| 0|          |
 1.710700|46.376| 0|          |
 1.854200|47.118| 1| 7.698e-01|
 1.377400|46.763| 0|          |
 1.099500|46.244| 0|          |
 1.604200|46.329| 0|          |
 1.641000|46.990| 0|          |
 2.364700|46.938| 0|          |
 1.879200|46.948| 0|          |
 1.955000|47.135| 0|          |
 2.104200|46.203| 0|          |
